"","#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d"
"833",833,"HNC
                        Helleniccoin","HNC","$633,388","$0.009766","64,856,880","$2,923","2.94%","-7.22%","-25.20%"
"834",834,"ARCO
                        AquariusCoin","ARCO","$630,759","$0.403413","1,563,557
                        
                        
                            *","$2,455","1.91%","-3.96%","-2.74%"
"835",835,"BITBTC
                        bitBTC","BITBTC","$630,201","$13419.60","46.9612
                        
                        
                            *","$2,827","2.72%","-6.37%","-1.27%"
"836",836,"STARS
                        StarCash Network","STARS","$628,613","$0.731519","859,326
                        
                        
                            *","$10,012","1.94%","6.14%","-55.68%"
"837",837,"SWING
                        Swing","SWING","$624,928","$0.212415","2,942,016","$876","1.81%","-27.49%","-0.35%"
"838",838,"SPACE
                        SpaceCoin","SPACE","$620,577","$0.028974","21,418,250","$3,523","23.68%","45.39%","4.95%"
"839",839,"TAG
                        TagCoin","TAG","$620,177","$0.101133","6,132,289","$1,462","-1.15%","-6.77%","-1.54%"
"840",840,"SOON
                        SoonCoin","SOON","$618,263","$0.049609","12,462,620
                        
                        
                            *","$4,696","-3.22%","-23.48%","-11.72%"
"841",841,"MNC
                        Mincoin","MNC","$616,847","$0.148161","4,163,357","$600","1.47%","-6.15%","37.92%"
"842",842,"MOTO
                        Motocoin","MOTO","$614,294","$0.033146","18,532,934","$1,709","2.94%","-3.62%","51.65%"
"843",843,"DUO
                        ParallelCoin","DUO","$612,358","$1.95","314,019","$18,980","6.58%","-7.04%","-3.29%"
"844",844,"QTL
                        Quatloo","QTL","$603,198","$0.078146","7,718,883","$1,216","1.06%","-7.56%","-8.98%"
"845",845,"UNY
                        Unity Ingot","UNY","$602,237","$0.002981","202,000,000
                        
                        
                            *","$9,633","-1.36%","-3.62%","-27.93%"
"846",846,"YTN
                        YENTEN","YTN","$597,563","$0.203486","2,936,628","$4,332","7.80%","0.98%","-44.67%"
"847",847,"BUMBA
                        BumbaCoin","BUMBA","$592,822","$0.026216","22,612,804","$4,891","16.73%","-11.44%","12.66%"
"848",848,"CCO
                        Ccore","CCO","$584,652","$0.487210","1,200,000
                        
                        
                            *","$2,761","-20.50%","-34.62%","-63.65%"
"849",849,"EMD
                        Emerald Crypto","EMD","$570,713","$0.029854","19,117,129","$1,208","0.71%","-6.48%","-9.87%"
"850",850,"HXX
                        Hexx","HXX","$566,317","$0.374186","1,513,465
                        
                        
                            *","$689","-3.41%","-9.87%","-8.41%"
"851",851,"MARS
                        Marscoin","MARS","$561,784","$0.019866","28,279,074","$618","2.46%","-3.26%","-1.56%"
"852",852,"UNITS
                        GameUnits","UNITS","$561,213","$0.161594","3,472,983
                        
                        
                            *","$4,144","13.00%","-5.36%","1.14%"
"853",853,"VC
                        VirtualCoin","VC","$558,932","$0.055536","10,064,287","$3,731","1.97%","-6.94%","8.17%"
"854",854,"DALC
                        Dalecoin","DALC","$547,185","$1.19","459,217
                        
                        
                            *","$3,340","-1.51%","-6.86%","9.78%"
"855",855,"FNC
                        FinCoin","FNC","$541,236","$0.042026","12,878,667
                        
                        
                            *","$1,013","1.55%","-19.98%","-46.45%"
"856",856,"BSTY
                        GlobalBoost-Y","BSTY","$539,302","$0.039716","13,579,061","$3,407","6.22%","-6.15%","13.38%"
"857",857,"ROC
                        Rasputin Onli...","ROC","$521,469","$0.481221","1,083,638
                        
                        
                            *","$1,115","1.06%","9.57%","-58.45%"
"858",858,"CAT
                        Catcoin","CAT","$509,122","$0.080999","6,285,500","$733","-0.06%","-3.43%","-18.70%"
"859",859,"COAL
                        BitCoal","COAL","$504,270","$0.112060","4,500,000","$7,547","1.94%","-9.15%","-39.19%"
"860",860,"KAYI
                        Kayicoin","KAYI","$499,615","$0.001757","284,345,719
                        
                        
                            *","$7,882","0.79%","-11.14%","-17.25%"
"861",861,"STV
                        Sativacoin","STV","$491,003","$0.069266","7,088,652","$16,388","0.58%","-19.47%","-19.20%"
"862",862,"PXI
                        Prime-XI","PXI","$488,758","$0.026154","18,687,420","$2,370","-0.97%","-8.22%","-9.22%"
"863",863,"KED
                        Darsek","KED","$482,061","$0.029085","16,574,083","$2,228","2.65%","-10.65%","-34.80%"
"864",864,"BTG
                        Bitgem","BTG","$480,358","$8.01","59,952","$27,611","0.94%","-3.39%","17.23%"
"865",865,"LEA
                        LeaCoin","LEA","$468,030","$0.001427","328,022,892","$44,189","-5.27%","156.98%","102.09%"
"866",866,"MST
                        MustangCoin","MST","$465,797","$0.738958","630,343","$1,066","1.85%","-3.75%","37.72%"
"867",867,"IMS
                        Independent M...","IMS","$460,541","$0.085779","5,368,934","$12,444","8.86%","-2.74%","-48.77%"
"868",868,"EUC
                        Eurocoin","EUC","$458,083","$0.036893","12,416,554","$2,844","3.80%","-7.77%","-22.72%"
"869",869,"VOT
                        VoteCoin","VOT","$450,553","$0.027348","16,474,625","$3,068","1.96%","-3.39%","-20.27%"
"870",870,"NTWK
                        Network Token","NTWK","$439,546","$0.037660","11,671,310
                        
                        
                            *","$1,270","1.03%","-18.97%","-42.15%"
"871",871,"XVP
                        Virtacoinplus","XVP","$431,520","$0.039485","10,928,643","$1,188","2.50%","-1.51%","2.00%"
"872",872,"BRIA
                        BriaCoin","BRIA","$424,075","$0.637800","664,903
                        
                        
                            *","$1,832","9.76%","-0.23%","-9.50%"
"873",873,"ICOB
                        ICOBID","ICOB","$422,603","$0.003948","107,048,455
                        
                        
                            *","$3,914","-0.38%","-5.89%","-10.40%"
"874",874,"BRAT
                        BROTHER","BRAT","$421,464","$0.002634","160,000,000
                        
                        
                            *","$3,203","1.97%","-9.58%","-43.27%"
"875",875,"MAR
                        Marijuanacoin","MAR","$421,367","$0.258254","1,631,601","$925","2.01%","-6.87%","-9.70%"
"876",876,"611
                        SixEleven","611","$413,337","$0.947721","436,138","$1,766","2.04%","-18.40%","-37.50%"
"877",877,"HONEY
                        Honey","HONEY","$411,835","$1.02","403,744","$2,203","1.43%","3.07%","-5.05%"
"878",878,"CON
                        PayCon","CON","$409,373","$0.017766","23,042,604
                        
                        
                            *","$861","0.91%","16.55%","-6.91%"
"879",879,"SRC
                        SecureCoin","SRC","$400,609","$0.047693","8,399,766","$6,597","-0.23%","4.82%","-18.84%"
"880",880,"CACH
                        CacheCoin","CACH","$388,885","$0.092699","4,195,132","$11,433","1.34%","-3.23%","-6.35%"
"881",881,"FUZZ
                        FuzzBalls","FUZZ","$373,814","$0.077395","4,829,945","$4,812","2.33%","0.81%","-13.38%"
"882",882,"RPC
                        RonPaulCoin","RPC","$373,742","$0.411117","909,090","$13,677","1.96%","-20.58%","4.81%"
"883",883,"EGAS
                        ETHGAS","EGAS","$370,849","$0.036510","10,157,540
                        
                        
                            *","$525","1.05%","1.18%","-28.46%"
"884",884,"QCN
                        QuazarCoin","QCN","$368,254","$0.054878","6,710,447","$1,544","-15.02%","-18.41%","-13.57%"
"885",885,"EVO
                        Evotion","EVO","$363,645","$0.113234","3,211,446","$2,995","-3.98%","3.54%","-54.30%"
"886",886,"CNNC
                        Cannation","CNNC","$353,128","$0.142569","2,476,893","$3,145","4.78%","-7.46%","-32.30%"
"887",887,"NEVA
                        NevaCoin","NEVA","$342,935","$0.134524","2,549,245","$5,830","2.07%","0.16%","23.23%"
"888",888,"AIB
                        Advanced Inte...","AIB","$342,622","$0.014350","23,876,767","$15,070","1.71%","-4.78%","-60.07%"
"889",889,"MAO
                        Mao Zedong","MAO","$340,941","$0.054658","6,237,696","$574","1.94%","-0.17%","-11.74%"
"890",890,"REE
                        ReeCoin","REE","$339,738","$0.000133","2,560,000,000","$11,049","0.23%","-25.26%","-18.03%"
"891",891,"CXT
                        Coinonat","CXT","$333,439","$0.038668","8,623,200","$2,060","2.21%","0.95%","-24.12%"
"892",892,"CPN
                        CompuCoin","CPN","$329,387","$0.016793","19,615,019","$1,019","-2.49%","-9.45%","-22.96%"
"893",893,"ZUR
                        Zurcoin","ZUR","$327,093","$0.003732","87,653,034","$2,962","1.97%","-44.02%","-49.26%"
"894",894,"CASH
                        Cashcoin","CASH","$324,426","$0.006805","47,675,905","$786","1.97%","-11.86%","-17.06%"
"895",895,"YEL
                        Yellow Token","YEL","$321,820","$0.027559","11,677,501
                        
                        
                            *","$4,381","1.05%","17.17%","164.78%"
"896",896,"XBTS
                        Beatcoin","XBTS","$317,920","$0.208515","1,524,686","$2,798","1.12%","-31.86%","1.42%"
"897",897,"KRONE
                        Kronecoin","KRONE","$316,891","$0.068575","4,621,092","$8,315","3.70%","-7.53%","-23.83%"
"898",898,"GLT
                        GlobalToken","GLT","$314,768","$0.011253","27,971,200","$2,498","1.96%","-11.57%","-13.54%"
"899",899,"GPU
                        GPU Coin","GPU","$309,689","$0.007651","40,477,042","$1,247","3.62%","-0.35%","-7.86%"
"900",900,"ACOIN
                        Acoin","ACOIN","$307,189","$0.251777","1,220,085","$778","1.97%","-5.13%","14.77%"
"901",901,"GPL
                        Gold Pressed ...","GPL","$305,372","$1.19","256,527","$13,511","-6.40%","-8.69%","-8.67%"
"902",902,"SONG
                        SongCoin","SONG","$299,215","$0.009188","32,565,300","$2,639","2.15%","-18.70%","-35.99%"
"903",903,"EAGLE
                        EagleCoin","EAGLE","$295,809","$0.141304","2,093,421
                        
                        
                            *","$9,343","1.65%","56.48%","-30.42%"
"904",904,"XCRE
                        Creatio","XCRE","$295,672","$0.014409","20,520,514
                        
                        
                            *","$4,656","2.02%","-19.13%","-24.90%"
"905",905,"XCO
                        X-Coin","XCO","$295,319","$0.023845","12,384,976
                        
                        
                            *","$10,304","0.09%","-0.76%","-29.95%"
"906",906,"NRO
                        Neuro","NRO","$291,892","$0.006476","45,075,872","$4,915","38.26%","67.21%","-17.00%"
"907",907,"SOJ
                        Sojourn","SOJ","$290,186","$0.598057","485,214","$1,583","8.95%","-7.94%","3037.07%"
"908",908,"SOIL
                        SOILcoin","SOIL","$289,134","$0.050707","5,702,048","$1,610","2.01%","-3.93%","-22.17%"
"909",909,"IMX
                        Impact","IMX","$288,462","$0.002634","109,509,219","$671","1.94%","12.55%","-5.58%"
"910",910,"OFF
                        Cthulhu Offer...","OFF","$287,861","$0.109755","2,622,755","$4,295","4.56%","30.10%","2.48%"
"911",911,"ALL
                        Allion","ALL","$285,344","$0.046028","6,199,359","$1,918","1.30%","33.73%","-26.76%"
